fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.93,0.72,0.477,1.2,0.0446,17.8,47.3,0.99884,3.257,0.81,9.83,5
5.92,0.951,0.383,3.49,0.0679,5.9,65.4,0.99683,3.212,0.626,9.82,5
7.05,0.387,0.134,1.61,0.0668,22.6,64.0,0.99205,3.353,0.749,11.35,4
8.26,0.281,0.0,1.48,0.1249,13.4,6.0,0.99755,3.228,0.48,10.35,4
11.44,0.582,0.243,1.2,0.1244,1.0,24.7,0.99731,3.171,0.765,10.38,5
7.42,0.657,0.184,4.28,0.1765,20.0,84.4,0.99624,3.464,0.496,9.68,5
8.71,0.487,0.293,1.2,0.0637,8.2,57.2,0.9951,3.267,0.71,11.93,6
8.29,0.788,0.2,1.95,0.012,11.1,6.0,0.99601,3.023,0.789,11.53,6
10.39,0.288,0.0,2.83,0.0678,15.9,87.3,0.99947,3.442,0.675,10.29,6
12.72,0.652,0.195,3.03,0.0978,1.0,78.2,0.99495,3.244,0.448,9.73,6
7.4,0.42,0.211,7.81,0.1206,17.3,36.7,0.99339,3.4,0.455,9.68,3
7.47,0.836,0.395,1.89,0.1013,12.6,75.4,0.99391,3.478,0.929,10.56,6
10.14,0.885,0.135,1.28,0.0637,6.7,112.3,0.99663,3.34,0.527,10.83,4
9.51,0.391,0.598,7.68,0.1676,16.4,11.8,0.99987,2.998,0.788,9.5,5
11.53,0.43,0.0,2.57,0.0384,1.0,64.7,1.00089,3.009,0.678,9.09,6
9.34,0.682,0.527,1.2,0.0741,16.7,111.8,0.99794,3.207,0.487,10.51,3
7.69,0.459,0.227,1.2,0.0362,20.8,68.0,0.99484,3.302,0.567,11.35,5
9.35,0.52,0.439,4.62,0.0879,19.1,21.7,0.99504,3.496,0.947,10.5,6
10.25,0.533,0.287,1.2,0.1617,24.1,54.3,0.99836,3.356,1.251,10.15,5
9.75,0.184,0.493,2.7,0.0804,28.1,91.5,0.99923,3.714,0.604,9.21,6
9.2,0.526,0.195,1.59,0.0807,15.0,13.1,0.99548,3.081,0.592,9.74,6
10.18,0.405,0.057,1.2,0.012,27.3,45.5,0.99941,3.33,0.379,11.36,6
10.35,0.44,0.548,2.3,0.0735,15.0,38.5,0.99626,3.242,0.378,9.08,5
10.72,0.786,0.249,1.2,0.1411,8.6,25.7,0.99806,3.347,0.512,12.32,6
9.45,0.303,0.314,1.33,0.0752,11.8,54.4,0.99888,3.581,0.582,10.51,6
8.03,0.674,0.512,1.98,0.0721,18.7,43.2,0.99388,3.59,0.654,8.72,6
8.58,0.478,0.07,1.43,0.139,27.2,67.6,0.99756,3.319,0.775,10.96,4
10.42,0.478,0.387,3.45,0.0723,15.9,84.0,0.99941,3.444,0.696,10.9,6
6.9,0.669,0.156,4.4,0.1477,8.8,6.0,0.99563,3.344,0.778,9.95,5
8.96,0.589,0.245,3.69,0.0266,31.0,48.7,0.99469,3.145,0.554,11.43,6
7.64,0.63,0.285,1.2,0.1189,1.0,44.7,0.99764,3.313,0.646,9.76,4
8.37,0.701,0.0,1.2,0.1644,8.9,53.2,0.99695,3.233,0.596,11.1,6
10.54,0.469,0.119,1.92,0.1344,25.2,46.0,0.99608,3.301,0.443,10.38,4
8.65,0.418,0.534,6.83,0.012,34.3,14.2,0.9967,3.18,0.33,10.12,7
8.4,0.334,0.444,4.5,0.057,20.9,94.3,0.99353,3.335,0.544,11.86,5
5.95,0.38,0.259,4.62,0.0756,18.5,108.3,0.99747,3.358,0.33,11.47,4
9.62,1.056,0.318,1.2,0.1345,12.8,64.5,0.99973,3.419,0.465,9.24,4
9.44,0.751,0.214,1.4,0.0244,21.6,66.1,0.99534,3.359,0.751,10.83,6
12.08,0.286,0.536,1.59,0.0391,17.2,50.8,0.99513,3.563,0.689,12.45,7
7.78,0.291,0.232,1.2,0.012,8.0,78.4,0.99703,3.649,0.662,11.88,7
8.7,0.614,0.316,1.2,0.0482,12.6,6.0,1.00211,3.249,0.859,9.45,5
8.75,0.626,0.494,7.34,0.0282,6.8,46.3,0.99879,3.46,0.534,12.13,5
11.06,0.626,0.119,1.2,0.1621,16.0,27.6,0.99652,3.637,0.774,11.42,5
8.15,0.482,0.575,1.2,0.0566,17.6,51.3,0.99678,3.464,0.521,9.3,5
8.81,0.506,0.0,1.2,0.1195,33.0,82.4,0.99898,3.421,0.705,10.64,4
9.38,0.587,0.589,6.6,0.0878,9.6,47.1,0.99497,3.03,0.684,10.93,5
8.64,0.543,0.198,2.17,0.0872,14.0,34.6,0.99786,3.225,0.693,9.27,4
7.54,0.131,0.224,2.75,0.0592,29.0,6.0,0.99458,3.248,0.592,11.18,7
8.66,0.487,0.0,6.06,0.1232,34.8,42.9,0.99846,3.525,0.712,13.02,7
10.19,0.376,0.182,1.2,0.0943,20.8,68.6,0.99614,3.198,0.726,11.88,6
6.53,0.559,0.068,2.43,0.0915,13.2,18.8,0.99708,3.298,0.415,10.59,4
8.55,1.062,0.153,1.2,0.0591,10.9,6.0,0.99602,3.44,0.802,10.12,5
7.1,0.594,0.244,1.2,0.0668,1.0,121.3,0.99803,3.192,0.448,10.77,5
10.4,0.472,0.458,4.45,0.1147,6.2,57.5,0.99637,3.354,0.509,9.38,6
5.67,0.693,0.311,3.64,0.0978,16.9,39.2,1.0008,3.334,0.699,9.91,4
7.35,0.614,0.331,1.2,0.0928,14.0,92.2,0.9994,3.446,0.76,8.4,4
8.98,0.603,0.057,1.2,0.0516,22.4,51.1,0.99422,3.412,0.695,10.88,6
11.04,0.637,0.099,1.91,0.1784,13.8,90.3,0.99706,3.408,0.713,10.06,5
8.21,0.896,0.622,1.2,0.0645,8.3,87.5,0.9981,3.342,0.465,11.08,5
7.35,0.326,0.128,1.2,0.0856,19.4,6.0,0.99583,3.053,0.569,10.55,5
11.59,0.613,0.594,1.2,0.0782,42.1,61.6,0.999,3.333,0.33,9.34,5
5.8,0.362,0.224,1.2,0.1789,12.6,103.2,0.99878,3.32,0.502,10.63,5
4.6,0.627,0.271,4.1,0.0733,17.3,13.6,0.99654,3.429,0.43,9.66,3
9.09,0.364,0.48,1.2,0.069,24.7,14.0,0.99856,3.246,0.66,12.19,6
7.45,0.453,0.519,1.2,0.0926,9.9,19.6,0.99212,3.317,1.059,9.52,4
6.54,0.475,0.249,1.75,0.0544,29.2,75.8,0.99928,3.322,0.787,9.92,7
9.55,0.703,0.195,5.02,0.0922,1.0,55.8,0.99838,3.201,0.33,9.34,3
8.74,0.692,0.26,1.2,0.1985,11.6,6.0,0.99463,3.133,0.4,9.24,4
7.34,0.305,0.337,1.2,0.1011,12.6,57.7,0.99718,3.37,0.437,10.45,5
6.09,0.538,0.445,1.2,0.0994,17.5,38.2,0.99285,3.466,0.36,9.09,4
9.84,0.401,0.272,3.44,0.0533,1.0,42.8,0.99525,3.215,0.61,10.22,7
9.45,0.303,0.392,2.0,0.1673,30.0,18.9,0.99878,3.277,0.697,10.88,5
8.15,0.489,0.59,4.24,0.1781,20.2,57.9,0.99668,3.439,0.438,9.97,5
11.53,0.473,0.345,8.02,0.1271,27.6,81.0,0.99657,3.454,0.62,8.4,4
6.46,0.962,0.332,3.93,0.1177,32.7,25.3,0.99679,3.347,0.695,11.85,4
5.67,0.605,0.0,2.31,0.076,8.1,6.0,0.99656,3.375,0.777,10.71,5
7.12,0.281,0.0,1.7,0.1054,1.0,36.5,0.99858,3.393,0.685,10.72,6
8.24,0.427,0.347,1.2,0.0477,27.9,71.4,0.99552,3.42,0.714,10.17,6
8.74,0.711,0.253,10.39,0.0341,12.9,32.6,0.9975,3.146,0.652,11.29,5
7.9,0.902,0.171,1.21,0.0171,4.0,6.0,0.99453,3.606,0.486,11.42,5
8.93,0.244,0.318,1.2,0.1063,21.9,71.6,0.99811,3.353,0.523,11.53,4
6.14,0.191,0.259,2.75,0.0222,41.6,93.0,0.99609,3.423,0.433,10.71,7
10.83,0.863,0.491,1.2,0.0635,14.7,47.1,0.99662,3.194,0.913,8.95,4
8.18,0.598,0.288,2.2,0.0841,25.8,6.0,0.99601,3.282,0.408,10.85,5
10.26,0.373,0.125,2.21,0.1338,5.5,36.0,0.99625,3.369,0.82,10.71,4
8.92,0.624,0.464,1.48,0.0598,1.0,51.5,0.99479,3.033,0.41,9.83,4
9.11,0.12,0.229,4.52,0.1393,25.4,19.8,0.99733,3.172,0.788,9.56,7
9.31,0.529,0.374,1.2,0.1311,21.6,65.7,0.99775,3.199,0.823,11.0,6
9.1,0.587,0.178,1.49,0.0366,11.0,16.6,0.99417,3.114,0.854,10.34,6
9.44,0.693,0.144,1.93,0.1398,33.7,47.3,0.99557,3.327,0.481,10.0,5
10.63,0.347,0.287,2.72,0.0737,1.0,39.0,0.99676,3.3,0.686,12.21,4
8.66,0.543,0.274,3.83,0.0635,3.0,66.7,0.99556,3.53,0.556,11.14,5
9.55,0.362,0.365,1.26,0.0739,10.2,46.0,0.99628,3.138,0.507,10.88,6
8.16,0.574,0.219,2.6,0.0868,12.1,40.0,0.99977,3.347,0.665,11.72,6
10.83,0.368,0.0,1.2,0.0675,31.2,20.1,0.99477,3.175,0.796,10.77,6
7.14,0.455,0.187,6.74,0.0475,16.4,47.6,0.99231,3.047,0.557,9.67,4
11.45,0.35,0.426,1.21,0.0517,13.9,37.9,0.99556,3.402,0.714,10.0,5
8.25,0.645,0.213,3.27,0.0935,2.6,17.8,0.99608,3.414,0.504,11.2,5
5.83,0.682,0.223,1.2,0.0795,27.2,51.7,0.99577,3.396,0.481,11.09,5
8.54,0.486,0.463,1.2,0.1118,4.0,58.4,0.99721,3.108,0.603,10.9,5
7.13,0.535,0.132,1.67,0.0895,2.5,35.3,0.99475,3.324,0.613,9.2,4
9.78,0.269,0.0,5.26,0.0906,11.7,77.1,0.99447,3.403,0.772,11.29,6
7.18,0.474,0.24,1.87,0.1149,17.6,55.2,0.99542,3.458,0.445,10.35,4
7.54,0.519,0.177,6.64,0.1537,8.3,6.0,0.99546,3.408,1.025,11.06,5
5.03,0.997,0.083,1.65,0.1556,23.3,90.5,1.00073,3.46,0.353,9.53,3
7.53,0.329,0.237,1.69,0.15,12.9,71.7,0.99965,3.475,0.697,12.52,6
4.6,0.79,0.367,1.2,0.1279,26.9,79.4,0.99353,3.327,0.61,10.68,3
5.56,0.706,0.269,4.06,0.185,21.2,59.6,0.99303,3.388,0.548,9.97,4
9.64,0.578,0.331,1.2,0.1076,34.6,6.0,0.99654,3.465,0.628,11.11,6
9.69,0.843,0.625,5.75,0.1023,11.2,82.4,1.00033,3.371,0.772,11.34,5
9.06,0.595,0.204,6.04,0.1925,24.7,48.5,0.99797,3.496,0.799,11.1,5
6.64,0.598,0.325,7.18,0.012,1.0,58.1,0.99664,3.446,0.621,9.36,5
8.24,0.518,0.172,1.84,0.0769,46.1,64.2,0.99583,3.214,0.714,11.64,6
8.31,0.747,0.106,2.83,0.1459,24.2,110.2,0.99875,3.11,0.432,10.05,5
6.3,0.724,0.157,3.77,0.1331,12.8,28.5,0.99704,3.314,0.627,10.4,6
10.94,0.416,0.178,1.2,0.2076,13.2,29.3,0.99999,3.129,0.725,8.4,3
9.85,0.292,0.341,2.3,0.0921,13.3,18.5,0.99349,3.324,0.33,9.92,5
7.94,0.492,0.729,1.2,0.0668,35.1,11.3,0.9975,3.31,0.672,9.92,6
8.37,0.385,0.131,1.72,0.0714,25.3,11.9,0.99563,3.511,0.629,10.9,6
8.68,0.517,0.19,1.2,0.1019,11.2,6.0,0.99749,3.389,0.874,9.86,6
4.77,0.75,0.259,1.2,0.1632,2.9,60.5,0.99718,3.462,0.686,8.68,4
7.89,0.446,0.348,1.2,0.1638,28.4,111.9,0.99767,3.236,0.74,10.68,4
7.13,0.52,0.322,1.42,0.0844,24.6,114.0,0.99856,3.547,0.612,10.15,5
6.58,0.538,0.521,2.44,0.0989,23.3,18.4,0.99934,3.449,0.765,9.64,6
7.83,0.68,0.0,1.2,0.0583,15.0,37.5,1.00041,3.377,0.754,10.51,5
11.45,0.126,0.0,1.75,0.0632,12.7,87.0,0.99673,3.033,0.436,8.52,6
9.44,0.419,0.174,1.2,0.1362,33.5,60.7,0.99567,3.493,0.711,11.08,5
7.33,0.566,0.485,2.13,0.1623,34.5,50.9,0.99437,3.584,0.859,10.22,6
9.32,0.743,0.0,2.54,0.0542,22.6,38.0,0.99753,3.313,0.825,10.13,4
10.75,0.44,0.0,2.03,0.0984,26.0,85.2,0.99829,3.316,0.663,11.44,7
9.93,0.192,0.382,3.35,0.0756,18.3,11.2,0.99414,3.231,0.713,9.85,6
8.42,0.639,0.319,1.2,0.1276,1.5,62.3,0.99887,3.06,0.814,10.7,5
7.19,0.414,0.058,3.62,0.0687,5.6,57.8,0.99651,3.224,0.464,10.28,5
9.53,0.315,0.079,1.42,0.012,27.9,47.9,0.99431,3.567,0.739,13.86,6
9.0,0.416,0.082,1.66,0.1342,29.2,72.4,0.99509,3.477,0.33,10.94,4
9.88,0.495,0.293,2.61,0.0727,26.9,47.6,0.99491,3.192,0.805,9.2,5
9.43,0.42,0.149,1.2,0.0776,19.5,28.9,0.99494,3.222,0.593,12.29,6
10.15,0.133,0.367,2.65,0.1075,27.3,49.5,0.99778,3.64,0.643,11.54,6
7.39,0.689,0.0,2.41,0.1036,15.3,6.0,0.99834,3.154,0.564,10.47,5
10.61,0.756,0.104,1.2,0.1084,22.4,66.6,0.99993,3.201,0.651,9.95,4
8.66,0.645,0.051,1.2,0.012,13.7,75.0,0.99537,3.245,0.701,9.0,4
11.93,0.324,0.221,1.2,0.1131,4.8,24.9,0.99735,3.102,0.786,10.88,5
7.12,0.492,0.166,6.42,0.012,24.9,17.0,0.99547,3.228,0.879,9.7,6
11.34,0.527,0.427,2.92,0.1232,29.2,26.1,0.99674,3.231,0.666,9.48,5
8.66,0.635,0.0,1.2,0.1396,41.7,44.4,0.99389,3.172,0.376,11.25,5
7.19,0.648,0.28,1.2,0.0227,18.6,53.6,0.99457,3.516,0.88,12.07,6
7.48,0.397,0.38,2.24,0.1024,4.9,99.6,0.99823,3.131,0.408,9.91,5
7.76,0.543,0.633,4.51,0.1367,12.4,95.5,0.99388,3.289,0.586,11.28,5
9.06,0.61,0.177,1.2,0.0659,14.4,73.8,0.99787,3.176,0.575,10.65,5
9.23,0.789,0.334,1.2,0.1187,17.4,50.5,0.99542,3.279,0.66,10.8,5
7.32,0.654,0.0,5.51,0.012,20.8,16.0,0.99304,3.169,0.443,9.54,6
8.28,0.669,0.0,1.2,0.1386,19.7,101.7,0.99188,3.323,0.435,10.19,5
12.05,0.543,0.436,1.2,0.0884,24.0,38.3,0.99948,3.361,0.654,9.25,4
11.33,0.78,0.27,7.99,0.0749,17.9,55.7,0.99308,3.527,0.522,9.11,4
9.08,0.601,0.501,2.38,0.1332,1.0,67.1,0.99658,3.22,0.887,10.97,5
8.39,0.374,0.003,1.2,0.1683,18.2,48.5,0.99737,3.56,0.564,9.86,4
8.53,0.779,0.372,1.2,0.1098,16.8,84.3,0.9942,3.187,0.483,9.44,5
9.39,0.653,0.635,1.2,0.1626,21.6,61.5,0.99565,3.274,0.942,9.13,5
6.54,0.449,0.353,1.2,0.014,12.1,79.0,0.99761,3.583,0.738,8.8,5
7.87,0.442,0.325,5.33,0.1183,18.2,61.2,0.99726,3.758,1.12,8.4,6
5.42,0.581,0.273,1.34,0.0808,21.7,45.2,0.99582,3.571,0.331,10.54,6
9.01,0.611,0.0,3.19,0.05,14.2,48.9,0.99715,3.277,0.693,8.4,3
9.45,0.563,0.535,6.26,0.012,22.9,44.4,0.99651,3.39,0.741,10.92,4
7.48,0.584,0.152,1.31,0.1158,16.6,6.0,0.99486,3.416,0.663,10.92,6
11.06,0.832,0.369,1.2,0.1281,17.5,13.5,0.99898,3.364,0.596,10.31,5
6.19,0.72,0.0,1.82,0.1501,1.0,70.8,0.99709,3.156,0.87,10.5,5
5.77,0.562,0.041,5.97,0.1423,3.9,6.0,0.9932,3.347,0.737,10.11,5
8.71,0.696,0.551,4.08,0.0507,3.9,33.2,0.99769,3.233,0.371,10.66,5
10.14,0.343,0.203,1.2,0.1477,18.1,11.9,0.99553,3.162,0.51,10.65,6
11.25,0.599,0.554,2.95,0.1526,29.2,31.4,0.99615,3.263,0.46,11.81,5
7.52,0.852,0.256,2.12,0.0748,14.6,41.4,0.99672,3.36,0.637,12.06,6
10.2,0.489,0.0,5.95,0.0883,24.7,33.1,0.99519,3.465,0.819,12.03,5
8.25,0.376,0.445,1.2,0.0431,22.7,6.0,1.00013,3.272,0.594,9.57,5
8.02,0.411,0.156,1.91,0.1566,17.3,40.4,0.99386,3.299,0.615,11.23,6
9.86,0.333,0.407,5.29,0.0159,21.9,14.9,0.99681,3.435,0.492,10.96,6
9.46,0.388,0.276,1.32,0.1121,18.4,25.5,0.99742,3.322,0.787,9.73,6
5.58,0.462,0.0,1.64,0.0589,14.4,70.8,0.99678,3.37,0.868,9.47,6
10.89,0.276,0.303,1.2,0.0349,20.0,77.9,0.99634,3.323,0.652,10.02,5
10.72,0.531,0.699,1.2,0.012,31.0,6.0,0.99598,3.342,0.927,9.28,5
7.23,0.69,0.367,1.2,0.0769,20.8,98.1,0.99517,3.145,0.566,8.93,4
9.01,0.366,0.26,7.26,0.0276,18.1,29.7,0.99514,3.33,0.421,10.95,5
9.18,0.8,0.481,1.2,0.0897,6.7,26.7,0.9989,3.531,0.795,10.46,3
8.77,0.619,0.312,1.54,0.1702,30.7,17.1,0.99586,3.337,0.642,10.45,6
7.36,0.712,0.312,2.78,0.0964,1.2,48.3,1.00075,3.183,0.559,11.41,3
7.15,0.41,0.058,1.2,0.1809,1.0,111.7,0.99797,3.538,0.671,10.21,6
8.28,0.681,0.317,1.67,0.0408,19.8,6.0,0.99163,3.422,0.389,11.31,5
10.36,0.333,0.473,3.35,0.0268,6.7,6.0,0.99838,3.429,0.361,9.63,5
9.27,0.687,0.108,5.04,0.0387,27.3,55.3,0.9966,3.425,0.674,9.62,4
7.68,0.559,0.549,2.46,0.0839,1.0,65.2,0.99406,3.138,0.732,10.43,6
9.66,0.627,0.253,2.76,0.215,25.9,48.2,0.99918,3.411,0.895,12.69,5
4.6,0.318,0.098,1.2,0.012,24.5,66.1,0.99587,3.524,0.809,11.8,6
10.32,0.368,0.466,7.29,0.1161,17.1,9.3,0.99571,3.237,0.766,11.59,5
5.29,0.635,0.215,1.2,0.0541,1.0,15.4,0.99741,3.014,0.874,8.95,5
7.69,0.358,0.419,3.73,0.0765,1.0,50.5,0.99887,3.367,0.741,10.58,5
6.37,0.611,0.214,1.2,0.0279,18.4,104.3,0.99692,3.316,0.599,11.3,5
6.07,0.283,0.259,6.78,0.1283,13.4,64.9,0.99678,3.073,0.813,12.65,6
10.34,0.68,0.367,3.18,0.0849,23.5,66.4,0.99538,3.404,0.807,8.62,6
7.51,0.307,0.328,3.5,0.1381,15.2,11.1,0.99884,3.393,0.657,11.2,6
8.92,0.627,0.0,1.2,0.0952,14.2,60.4,0.99693,3.085,0.454,11.56,5
8.24,0.64,0.052,1.46,0.012,1.0,7.6,0.99627,3.602,0.355,10.9,5
9.15,0.403,0.452,2.4,0.1385,24.5,104.6,0.99604,3.427,0.801,8.98,5
8.45,0.632,0.245,3.67,0.012,9.1,13.2,0.99865,3.02,0.739,10.69,6
6.09,0.575,0.169,1.2,0.012,11.7,20.3,0.9962,3.437,0.763,10.88,5
10.05,0.432,0.006,8.2,0.0439,4.7,6.0,0.99866,3.433,0.808,10.61,6
7.46,0.347,0.06,5.52,0.0445,1.0,49.3,0.9958,3.529,0.505,9.69,4
5.61,0.177,0.0,1.2,0.1526,31.3,47.9,0.99807,3.215,0.339,9.55,5
7.58,0.591,0.251,4.33,0.079,24.2,96.3,0.99709,3.439,0.746,10.91,6
10.93,0.248,0.154,1.83,0.1456,24.4,72.0,0.99489,3.275,0.862,9.7,5
9.8,0.545,0.083,1.55,0.0603,13.6,20.5,0.99653,3.225,0.718,9.72,4
7.71,0.481,0.258,1.2,0.1019,1.0,75.2,0.99254,3.178,0.405,10.27,5
7.71,0.65,0.342,2.17,0.1093,37.9,6.0,0.99529,3.018,0.699,10.59,3
7.76,0.474,0.679,3.27,0.1197,20.3,22.8,0.9937,3.394,0.467,11.53,5
11.93,0.469,0.0,1.32,0.0651,17.3,50.4,1.0005,3.269,0.396,9.14,4
8.98,0.659,0.497,2.48,0.0692,12.1,9.2,0.99372,2.891,0.657,9.03,7
9.07,0.588,0.461,3.0,0.073,1.0,81.5,1.00161,3.323,0.686,10.01,6
10.11,0.585,0.119,3.1,0.012,27.8,121.5,0.99768,3.489,0.641,8.49,5
8.74,0.612,0.311,1.2,0.0831,4.8,36.8,0.99571,3.11,0.732,11.05,6
7.87,0.253,0.182,4.91,0.069,21.6,25.0,0.99823,3.201,0.524,8.4,6
7.98,0.663,0.307,1.53,0.1143,23.9,42.2,0.99548,3.379,0.673,11.18,4
8.2,0.638,0.565,1.2,0.0913,19.4,28.1,0.99402,2.917,0.575,11.61,5
8.26,0.346,0.389,1.2,0.1498,20.8,55.1,0.99685,3.229,0.615,10.7,6
9.59,0.484,0.37,1.65,0.0903,30.0,6.0,0.99803,3.364,0.704,8.43,4
8.41,0.521,0.187,5.45,0.0606,7.6,56.9,0.99913,3.225,0.838,10.53,6
9.59,0.504,0.0,1.2,0.0897,17.6,109.4,0.99765,3.111,0.708,9.57,5
8.18,0.588,0.23,3.46,0.121,13.5,6.0,0.99569,3.118,0.764,9.13,5
8.46,0.784,0.506,1.2,0.012,1.0,8.0,0.99933,3.063,0.66,11.04,5
4.84,0.722,0.0,1.62,0.0534,18.9,31.8,0.99891,3.214,0.741,11.24,6
9.91,0.293,0.065,11.97,0.0544,29.0,64.3,0.99721,3.474,0.834,11.8,7
8.92,0.639,0.296,3.68,0.1063,30.3,75.8,0.999,3.675,0.977,10.12,6
10.06,0.766,0.079,1.2,0.1118,35.3,73.1,1.00085,3.317,0.864,10.6,5
4.6,0.597,0.116,1.74,0.0918,1.0,6.0,0.99567,3.429,0.649,12.2,6
11.95,0.723,0.188,1.2,0.012,32.9,24.3,0.99499,3.166,0.853,12.66,4
8.08,0.888,0.005,1.32,0.012,17.8,16.8,0.99561,2.989,0.751,11.58,6
10.25,0.711,0.081,3.79,0.0758,32.6,44.3,0.99414,3.596,0.555,10.05,5
6.51,0.573,0.408,3.69,0.0634,11.7,47.1,0.99782,3.219,0.754,10.43,5
9.39,0.715,0.016,1.2,0.0873,10.3,6.0,0.99364,3.422,0.466,10.23,5
6.49,0.554,0.0,6.38,0.0649,3.2,32.0,0.9991,3.335,0.754,11.18,6
7.23,0.532,0.148,2.24,0.159,24.0,65.6,0.99542,3.464,0.956,9.54,4
11.65,0.465,0.414,1.2,0.012,21.3,25.8,0.99928,3.458,0.798,10.76,6
7.99,0.808,0.233,1.74,0.1012,4.2,39.9,0.99184,3.354,0.861,10.77,5
8.7,0.382,0.18,2.32,0.1259,1.0,102.3,0.99597,3.371,0.594,10.83,5
9.83,0.802,0.28,2.05,0.12,20.2,111.9,0.99424,3.498,0.74,9.33,6
9.18,0.617,0.0,1.67,0.124,21.4,6.0,0.99927,3.248,0.777,10.68,5
8.58,0.278,0.367,1.76,0.1308,5.5,50.2,0.99989,3.551,0.606,12.31,6
8.96,0.594,0.346,1.2,0.0586,3.4,142.4,0.99225,3.202,0.774,9.93,4
12.5,0.152,0.191,4.19,0.0352,22.7,62.2,0.99835,3.323,0.735,10.7,5
8.22,0.64,0.467,1.95,0.012,35.3,47.1,0.99873,3.408,0.776,8.45,5
8.67,0.686,0.051,1.2,0.07,10.7,89.7,0.99732,3.06,0.483,10.69,4
10.15,0.422,0.491,3.63,0.0505,6.7,53.6,0.99782,3.524,0.875,10.65,6
10.24,0.55,0.301,6.74,0.1416,19.0,69.8,0.99768,3.384,0.735,10.54,5
10.39,0.878,0.205,7.36,0.0735,22.5,39.6,0.99835,3.819,0.638,11.2,5
9.43,0.437,0.267,1.2,0.0386,12.1,53.2,0.99462,3.631,0.642,10.12,5
6.33,0.338,0.25,1.2,0.0311,37.1,60.5,0.99898,3.309,0.651,11.68,6
11.16,0.793,0.509,1.83,0.1805,25.3,74.9,0.9971,3.586,0.517,9.48,5
6.33,0.879,0.061,1.2,0.086,11.9,32.3,0.99698,3.441,0.86,11.96,7
8.85,0.529,0.122,6.79,0.0503,1.0,31.4,0.99778,3.347,0.822,10.65,6
7.01,0.709,0.473,1.2,0.0928,29.7,6.0,0.99429,3.055,0.833,10.34,5
8.21,0.768,0.155,1.2,0.1762,28.3,33.7,0.99375,3.092,0.915,8.89,5
8.89,0.395,0.447,1.3,0.0687,12.7,77.8,0.99647,3.312,0.69,9.23,4
8.88,0.441,0.602,1.21,0.1193,19.5,61.7,0.99963,3.235,0.377,10.8,5
9.05,0.748,0.193,3.96,0.1428,14.3,13.7,0.99445,3.346,0.765,9.65,5
11.13,0.83,0.404,1.52,0.012,21.3,6.0,0.99703,3.522,0.759,11.48,6
9.11,0.629,0.046,1.2,0.057,5.1,41.8,0.99534,3.444,0.922,10.73,6
7.9,0.371,0.418,1.2,0.1369,3.7,76.9,0.99508,3.204,0.842,8.9,5
10.0,0.884,0.31,1.78,0.0541,24.4,30.7,0.99765,3.453,0.681,11.23,4
10.39,0.433,0.363,1.2,0.1065,25.7,6.0,0.99814,3.17,0.633,10.25,5
6.18,0.468,0.145,2.36,0.0514,10.7,27.1,0.9952,3.135,0.829,10.37,5
9.36,0.589,0.0,2.09,0.0661,8.0,57.2,0.99934,3.37,0.33,11.54,6
9.54,0.806,0.369,3.14,0.0603,27.9,87.3,0.9975,3.186,0.699,8.93,4
7.8,0.681,0.0,6.94,0.1169,8.4,38.0,0.99624,3.212,0.819,9.22,4
10.71,0.602,0.209,6.08,0.0965,16.4,81.2,0.99736,3.464,0.637,10.77,4
8.06,0.611,0.455,7.3,0.0916,15.1,77.5,1.00057,3.412,0.593,8.6,5
8.54,0.536,0.308,1.2,0.2049,1.0,7.8,0.99813,3.254,0.708,9.77,5
8.02,0.628,0.651,1.2,0.1688,17.9,87.6,0.99537,3.061,0.887,11.47,3
8.35,0.12,0.471,1.2,0.012,16.9,56.2,0.99666,3.198,0.735,10.3,6
6.41,0.475,0.143,5.64,0.0662,19.6,6.8,0.99695,3.61,0.543,8.95,5
5.81,0.571,0.276,8.94,0.201,17.5,104.4,0.99796,3.46,0.865,10.62,6
11.09,0.322,0.262,4.9,0.06,38.2,42.3,0.99716,3.53,0.898,9.99,6
6.85,0.597,0.0,1.2,0.1851,28.0,6.0,1.0003,3.35,0.521,9.67,4
6.59,0.491,0.088,7.36,0.067,16.3,23.2,0.99627,3.257,1.134,14.23,8
4.6,0.842,0.162,1.38,0.076,17.2,15.1,0.99341,3.45,0.658,11.04,6
7.21,0.81,0.0,1.2,0.1276,34.3,24.0,0.99711,3.508,0.819,10.12,5
6.02,0.445,0.28,1.46,0.0828,24.9,31.8,0.99586,3.237,0.782,11.38,6
11.18,0.501,0.222,1.2,0.1102,3.0,38.0,0.99384,3.201,0.539,10.11,5
10.08,0.515,0.0,1.96,0.161,25.8,36.8,0.99536,3.077,0.581,9.87,3
7.12,0.447,0.35,1.2,0.1227,28.9,43.3,0.99602,3.197,0.67,10.74,6
12.24,0.563,0.411,1.6,0.0937,32.8,65.8,0.99887,3.414,0.34,10.96,4
10.03,0.392,0.315,2.37,0.1657,11.7,21.9,0.99388,3.219,0.798,11.41,7
7.75,0.326,0.208,5.08,0.1282,10.9,85.3,0.99736,3.454,0.336,11.94,6
4.6,0.639,0.386,2.71,0.0525,6.0,6.2,1.00092,3.614,0.66,11.69,6
12.31,0.641,0.404,1.42,0.1801,19.1,66.7,0.99637,3.315,0.544,11.34,5
